event_date,region,plan,channel,invoice_id,seats,unit_price,line_total,invoice_total
2026-06-14,South,Digital Basic,app store,INV-4468,1,12.0,12.0,71.0
2026-05-19,Northeast,Campus,direct,INV-4471,1,8.0,8.0,142.0
2026-05-19,Northeast,Digital Plus,direct,INV-4471,5,22.0,110.0,142.0
2026-05-19,Northeast,Campus,direct,INV-4471,1,8.0,8.0,142.0
2026-05-19,Northeast,Campus,direct,INV-4471,2,8.0,16.0,142.0
2026-05-24,Midwest,Newsroom Pro,partner,INV-4472,1,59.0,59.0,263.0
2026-05-24,Midwest,Print + Digital,partner,INV-4472,5,34.0,170.0,263.0
2026-05-24,Midwest,Print + Digital,partner,INV-4472,1,34.0,34.0,263.0
2026-05-08,International,Digital Basic,campus desk,INV-4474,2,12.0,24.0,113.0
2026-05-08,International,Digital Plus,campus desk,INV-4474,1,22.0,22.0,113.0
2026-05-08,International,Newsroom Pro,campus desk,INV-4474,1,59.0,59.0,113.0
2026-05-08,International,Campus,campus desk,INV-4474,1,8.0,8.0,113.0
2026-06-17,South,Newsroom Pro,partner,INV-4476,1,59.0,59.0,59.0
2026-05-23,South,Digital Basic,campus desk,INV-4479,2,12.0,24.0,24.0
2026-05-14,International,Digital Plus,partner,INV-4481,1,22.0,22.0,80.0
2026-05-14,International,Digital Basic,partner,INV-4481,2,12.0,24.0,80.0
2026-05-14,International,Print + Digital,partner,INV-4481,1,34.0,34.0,80.0
2026-06-24,Northeast,Print + Digital,campus desk,INV-4483,2,34.0,68.0,68.0
2026-06-23,South,Newsroom Pro,partner,INV-4485,5,59.0,295.0,295.0
2026-04-09,Midwest,Campus,app store,INV-4486,1,8.0,8.0,20.0
2026-04-09,Midwest,Digital Basic,app store,INV-4486,1,12.0,12.0,20.0
2026-04-06,Midwest,Newsroom Pro,partner,INV-4489,1,59.0,59.0,59.0
2026-04-08,Midwest,Digital Basic,partner,INV-4492,2,12.0,24.0,24.0
2026-04-19,South,Print + Digital,direct,INV-4494,1,34.0,34.0,34.0
2026-04-04,International,Digital Plus,campus desk,INV-4495,1,22.0,22.0,44.0
2026-04-04,International,Digital Plus,campus desk,INV-4495,1,22.0,22.0,44.0
4/5/2026,West,Campus,direct,INV-4496,1,8.0,8.0,30.0
4/5/2026,West,Digital Plus,direct,INV-4496,1,22.0,22.0,30.0
6/25/2026,West,Print + Digital,partner,INV-4497,5,34.0,170.0,194.0
6/25/2026,West,Digital Basic,partner,INV-4497,2,12.0,24.0,194.0
2026-06-16,Midwest,Digital Plus,direct,INV-4499,2,22.0,44.0,347.0
2026-06-16,Midwest,Newsroom Pro,direct,INV-4499,5,59.0,295.0,347.0
2026-06-16,Midwest,Campus,direct,INV-4499,1,8.0,8.0,347.0
2026-04-21,Midwest,Digital Basic,direct,INV-4501,2,12.0,24.0,24.0
2026-05-27,Midwest,Campus,app store,INV-4504,1,8.0,8.0,338.0
2026-05-27,Midwest,Digital Plus,app store,INV-4504,10,22.0,220.0,338.0
2026-05-27,Midwest,Digital Plus,app store,INV-4504,5,22.0,110.0,338.0
2026-04-18,Midwest,Campus,direct,INV-4506,2,8.0,16.0,16.0
2026-06-11,International,Digital Basic,campus desk,INV-4507,2,12.0,24.0,83.0
2026-06-11,International,Newsroom Pro,campus desk,INV-4507,1,59.0,59.0,83.0
2026-05-03,South,Campus,partner,INV-4508,5,8.0,40.0,40.0
2026-06-05,West,Newsroom Pro,app store,INV-4509,1,59.0,59.0,99.0
2026-06-05,West,Campus,app store,INV-4509,5,8.0,40.0,99.0
2026-04-22,Northeast,Digital Plus,partner,INV-4512,1,22.0,22.0,154.0
2026-04-22,Northeast,Digital Plus,partner,INV-4512,5,22.0,110.0,154.0
2026-04-22,Northeast,Digital Plus,partner,INV-4512,1,22.0,22.0,154.0
2026-06-21,Midwest,Campus,app store,INV-4513,1,8.0,8.0,8.0
2026-06-27,International,Digital Plus,direct,INV-4516,1,22.0,22.0,22.0
2026-06-30,International,Campus,direct,INV-4519,10,8.0,80.0,80.0
2026-04-12,West,Newsroom Pro,campus desk,INV-4520,2,59.0,118.0,118.0
2026-04-03,Northeast,Campus,direct,INV-4521,1,8.0,8.0,148.0
2026-04-03,Northeast,Newsroom Pro,direct,INV-4521,2,59.0,118.0,148.0
2026-04-03,Northeast,Digital Plus,direct,INV-4521,1,22.0,22.0,148.0
2026-05-11,West,Digital Basic,direct,INV-4523,25,12.0,300.0,359.0
2026-05-11,West,Newsroom Pro,direct,INV-4523,1,59.0,59.0,359.0
2026-05-04,International,Campus,app store,INV-4526,2,8.0,16.0,56.0
2026-05-04,International,Campus,app store,INV-4526,5,8.0,40.0,56.0
2026-06-01,South,Digital Plus,direct,INV-4528,1,22.0,22.0,102.0
2026-06-01,South,Campus,direct,INV-4528,10,8.0,80.0,102.0
2026-06-08,International,Campus,campus desk,INV-4530,1,8.0,8.0,8.0
4/16/2026,Midwest,Digital Basic,partner,INV-4533,25,12.0,300.0,367.0
4/16/2026,Midwest,Campus,partner,INV-4533,1,8.0,8.0,367.0
4/16/2026,Midwest,Newsroom Pro,partner,INV-4533,1,59.0,59.0,367.0
2026-04-27,International,Campus,direct,INV-4536,10,8.0,80.0,92.0
2026-04-27,International,Digital Basic,direct,INV-4536,1,12.0,12.0,92.0
2026-04-11,Northeast,Print + Digital,campus desk,INV-4539,1,34.0,34.0,34.0
2026-05-18,Midwest,Digital Plus,campus desk,INV-4541,2,22.0,44.0,44.0
2026-04-29,International,Newsroom Pro,direct,INV-4544,1,59.0,59.0,99.0
2026-04-29,International,Campus,direct,INV-4544,5,8.0,40.0,99.0
2026-04-24,International,Print + Digital,campus desk,INV-4546,5,34.0,170.0,229.0
2026-04-24,International,Newsroom Pro,campus desk,INV-4546,1,59.0,59.0,229.0
2026-05-26,West,Digital Plus,campus desk,INV-4547,1,22.0,22.0,81.0
2026-05-26,West,Newsroom Pro,campus desk,INV-4547,1,59.0,59.0,81.0
2026-05-09,Northeast,Digital Plus,partner,INV-4549,1,22.0,22.0,72.0
2026-05-09,Northeast,Print + Digital,partner,INV-4549,1,34.0,34.0,72.0
2026-05-09,Northeast,Campus,partner,INV-4549,2,8.0,16.0,72.0
2026-04-23,South,Newsroom Pro,partner,INV-4551,5,59.0,295.0,319.0
2026-04-23,South,Digital Basic,partner,INV-4551,2,12.0,24.0,319.0
5/10/2026,West,Digital Plus,direct,INV-4552,1,22.0,22.0,22.0
2026-05-25,South,Campus,partner,INV-4555,1,8.0,8.0,1571.0
2026-05-25,South,Campus,partner,INV-4555,1,8.0,8.0,1571.0
2026-05-25,South,Campus,partner,INV-4555,10,8.0,80.0,1571.0
2026-05-25,South,Newsroom Pro,partner,INV-4555,25,59.0,1475.0,1571.0
2026-05-16,West,Digital Plus,campus desk,INV-4556,1,22.0,22.0,22.0
2026-06-13,South,Digital Basic,app store,INV-4557,1,12.0,12.0,12.0
2026-06-02,West,Digital Plus,campus desk,INV-4559,1,22.0,22.0,396.0
2026-06-02,West,Print + Digital,campus desk,INV-4559,1,34.0,34.0,396.0
2026-06-02,West,Digital Basic,campus desk,INV-4559,25,12.0,300.0,396.0
2026-06-02,West,Campus,campus desk,INV-4559,5,8.0,40.0,396.0
2026-05-31,South,Campus,direct,INV-4560,2,8.0,16.0,193.0
2026-05-31,South,Newsroom Pro,direct,INV-4560,2,59.0,118.0,193.0
2026-05-31,South,Newsroom Pro,direct,INV-4560,1,59.0,59.0,193.0
2026-06-12,Midwest,Campus,partner,INV-4561,1,8.0,8.0,8.0
2026-04-13,West,Campus,app store,INV-4562,1,8.0,8.0,8.0
2026-05-21,South,Digital Basic,campus desk,INV-4564,1,12.0,12.0,134.0
2026-05-21,South,Campus,campus desk,INV-4564,10,8.0,80.0,134.0
2026-05-21,South,Campus,campus desk,INV-4564,1,8.0,8.0,134.0
2026-05-21,South,Print + Digital,campus desk,INV-4564,1,34.0,34.0,134.0
2026-04-01,International,Print + Digital,partner,INV-4566,1,34.0,34.0,46.0
2026-04-01,International,Digital Basic,partner,INV-4566,1,12.0,12.0,46.0
4/28/2026,West,Digital Basic,campus desk,INV-4568,25,12.0,300.0,300.0
2026-06-20,Midwest,Newsroom Pro,direct,INV-4571,1,59.0,59.0,179.0
2026-06-20,Midwest,Campus,direct,INV-4571,5,8.0,40.0,179.0
2026-06-20,Midwest,Campus,direct,INV-4571,10,8.0,80.0,179.0
2026-05-28,Midwest,Digital Basic,app store,INV-4573,2,12.0,24.0,36.0
2026-05-28,Midwest,Digital Basic,app store,INV-4573,1,12.0,12.0,36.0
2026-06-15,South,Digital Plus,partner,INV-4574,1,22.0,22.0,602.0
2026-06-15,South,Campus,partner,INV-4574,1,8.0,8.0,602.0
2026-06-15,South,Digital Plus,partner,INV-4574,25,22.0,550.0,602.0
2026-06-15,South,Digital Plus,partner,INV-4574,1,22.0,22.0,602.0
2026-06-09,International,Campus,partner,INV-4577,1,8.0,8.0,8.0
2026-04-25,International,Newsroom Pro,app store,INV-4580,1,59.0,59.0,59.0
2026-05-22,West,Digital Basic,partner,INV-4582,1,12.0,12.0,122.0
2026-05-22,West,Digital Plus,partner,INV-4582,5,22.0,110.0,122.0
2026-06-28,International,Digital Basic,partner,INV-4583,25,12.0,300.0,300.0
2026-05-01,Northeast,Newsroom Pro,direct,INV-4584,5,59.0,295.0,575.0
2026-05-01,Northeast,Campus,direct,INV-4584,25,8.0,200.0,575.0
2026-05-01,Northeast,Campus,direct,INV-4584,10,8.0,80.0,575.0
2026-05-07,International,Campus,campus desk,INV-4586,1,8.0,8.0,177.0
2026-05-07,International,Digital Plus,campus desk,INV-4586,5,22.0,110.0,177.0
2026-05-07,International,Newsroom Pro,campus desk,INV-4586,1,59.0,59.0,177.0
6/10/2026,West,Digital Basic,partner,INV-4589,1,12.0,12.0,12.0
2026-06-26,Northeast,Print + Digital,app store,INV-4591,1,34.0,34.0,34.0
2026-06-29,West,Digital Basic,partner,INV-4592,1,12.0,12.0,92.0
2026-06-29,West,Print + Digital,partner,INV-4592,2,34.0,68.0,92.0
2026-06-29,West,Digital Basic,partner,INV-4592,1,12.0,12.0,92.0
2026-04-15,South,Newsroom Pro,direct,INV-4595,25,59.0,1475.0,1615.0
2026-04-15,South,Print + Digital,direct,INV-4595,2,34.0,68.0,1615.0
2026-04-15,South,Digital Basic,direct,INV-4595,5,12.0,60.0,1615.0
2026-04-15,South,Digital Basic,direct,INV-4595,1,12.0,12.0,1615.0
2026-06-03,Northeast,Print + Digital,direct,INV-4596,1,34.0,34.0,34.0
2026-05-05,International,Digital Plus,campus desk,INV-4597,2,22.0,44.0,44.0
2026-06-22,West,Campus,campus desk,INV-4600,25,8.0,200.0,200.0
2026-05-13,West,Newsroom Pro,direct,INV-4603,1,59.0,59.0,143.0
2026-05-13,West,Digital Plus,direct,INV-4603,2,22.0,44.0,143.0
2026-05-13,West,Campus,direct,INV-4603,5,8.0,40.0,143.0
2026-04-07,International,Newsroom Pro,app store,INV-4606,10,59.0,590.0,642.0
2026-04-07,International,Digital Plus,app store,INV-4606,2,22.0,44.0,642.0
2026-04-07,International,Campus,app store,INV-4606,1,8.0,8.0,642.0
2026-05-06,Northeast,Campus,campus desk,INV-4607,1,8.0,8.0,54.0
2026-05-06,Northeast,Digital Basic,campus desk,INV-4607,1,12.0,12.0,54.0
2026-05-06,Northeast,Print + Digital,campus desk,INV-4607,1,34.0,34.0,54.0
2026-05-29,Northeast,Digital Basic,direct,INV-4608,5,12.0,60.0,60.0
2026-04-02,Midwest,Print + Digital,app store,INV-4609,2,34.0,68.0,90.0
2026-04-02,Midwest,Digital Plus,app store,INV-4609,1,22.0,22.0,90.0
2026-05-17,West,Print + Digital,app store,INV-4611,1,34.0,34.0,102.0
2026-05-17,West,Print + Digital,app store,INV-4611,2,34.0,68.0,102.0
2026-06-06,Midwest,Digital Basic,partner,INV-4613,10,12.0,120.0,162.0
2026-06-06,Midwest,Print + Digital,partner,INV-4613,1,34.0,34.0,162.0
2026-06-06,Midwest,Campus,partner,INV-4613,1,8.0,8.0,162.0
2026-06-04,South,Print + Digital,direct,INV-4616,1,34.0,34.0,58.0
2026-06-04,South,Digital Basic,direct,INV-4616,2,12.0,24.0,58.0
2026-04-26,Northeast,Digital Basic,app store,INV-4619,1,12.0,12.0,24.0
2026-04-26,Northeast,Digital Basic,app store,INV-4619,1,12.0,12.0,24.0
2026-06-07,Midwest,Newsroom Pro,campus desk,INV-4622,2,59.0,118.0,178.0
2026-06-07,Midwest,Digital Basic,campus desk,INV-4622,5,12.0,60.0,178.0
4/10/2026,International,Newsroom Pro,app store,INV-4623,5,59.0,295.0,354.0
4/10/2026,International,Newsroom Pro,app store,INV-4623,1,59.0,59.0,354.0
2026-06-18,Northeast,Digital Basic,campus desk,INV-4624,1,12.0,12.0,56.0
2026-06-18,Northeast,Digital Plus,campus desk,INV-4624,2,22.0,44.0,56.0
2026-05-02,International,Campus,direct,INV-4625,1,8.0,8.0,8.0
2026-04-14,Northeast,Campus,direct,INV-4626,1,8.0,8.0,182.0
2026-04-14,Northeast,Newsroom Pro,direct,INV-4626,2,59.0,118.0,182.0
2026-04-14,Northeast,Digital Basic,direct,INV-4626,1,12.0,12.0,182.0
2026-04-14,Northeast,Digital Plus,direct,INV-4626,2,22.0,44.0,182.0
2026-05-12,Northeast,Campus,partner,INV-4628,2,8.0,16.0,97.0
2026-05-12,Northeast,Newsroom Pro,partner,INV-4628,1,59.0,59.0,97.0
2026-05-12,Northeast,Digital Plus,partner,INV-4628,1,22.0,22.0,97.0
2026-05-15,Northeast,Campus,app store,INV-4630,1,8.0,8.0,20.0
2026-05-15,Northeast,Digital Basic,app store,INV-4630,1,12.0,12.0,20.0
2026-06-19,Northeast,Digital Basic,app store,INV-4632,2,12.0,24.0,82.0
2026-06-19,Northeast,Print + Digital,app store,INV-4632,1,34.0,34.0,82.0
2026-06-19,Northeast,Digital Basic,app store,INV-4632,1,12.0,12.0,82.0
2026-06-19,Northeast,Digital Basic,app store,INV-4632,1,12.0,12.0,82.0
2026-04-30,West,Digital Plus,partner,INV-4634,1,22.0,22.0,22.0
2026-05-30,South,Newsroom Pro,app store,INV-4635,1,59.0,59.0,59.0
2026-05-20,Midwest,Newsroom Pro,partner,INV-4637,5,59.0,295.0,319.0
2026-05-20,Midwest,Digital Basic,partner,INV-4637,2,12.0,24.0,319.0
2026-04-20,South,Campus,campus desk,INV-4640,1,8.0,8.0,186.0
2026-04-20,South,Print + Digital,campus desk,INV-4640,5,34.0,170.0,186.0
2026-04-20,South,Campus,campus desk,INV-4640,1,8.0,8.0,186.0
2026-04-17,International,Newsroom Pro,partner,INV-4641,2,59.0,118.0,142.0
2026-04-17,International,Digital Basic,partner,INV-4641,2,12.0,24.0,142.0
2026-06-14,Northeast,Print + Digital,campus desk,INV-4644,1,34.0,34.0,34.0
2026-05-19,West,Digital Basic,partner,INV-4646,1,12.0,12.0,12.0
2026-05-24,Northeast,Campus,partner,INV-4648,1,8.0,8.0,16.0
2026-05-24,Northeast,Campus,partner,INV-4648,1,8.0,8.0,16.0
2026-05-08,West,Digital Plus,app store,INV-4650,25,22.0,550.0,618.0
2026-05-08,West,Print + Digital,app store,INV-4650,2,34.0,68.0,618.0
2026-07-01,International,Print + Digital,campus desk,INV-4653,1,34.0,34.0,34.0
2026-07-01,South,Digital Basic,direct,INV-4656,1,12.0,12.0,12.0
2026-07-02,Midwest,Campus,app store,INV-4657,2,8.0,16.0,16.0
2026-07-02,Northeast,Campus,app store,INV-4658,5,8.0,40.0,40.0
2026-07-02,International,Digital Plus,partner,INV-4659,2,22.0,44.0,44.0
2026-07-03,Northeast,Print + Digital,partner,INV-4661,2,34.0,68.0,68.0
